Steam ID,Username
76561198193025370,76561198193025370
76561199204429537,76561199204429537
76561199174889150,76561199174889150
76561198892060380,76561198892060380
76561199121971904,76561199121971904
76561198397026986,76561198397026986
76561198132555619,76561198132555619
76561199107029339,76561199107029339
76561198277826453,76561198277826453
76561198194229061,76561198194229061
76561198120126481,76561198120126481
76561198416673464,76561198416673464
76561198141102221,76561198141102221
76561198314173077,76561198314173077
76561199002706897,76561199002706897
76561199367561985,76561199367561985
76561198233585352,76561198233585352
76561198267806306,76561198267806306
76561199205675029,76561199205675029
76561198101127362,76561198101127362
76561198975541062,76561198975541062
76561198413804640,76561198413804640
76561198405343116,76561198405343116
76561199435920768,76561199435920768
76561198200556665,76561198200556665
76561198272284030,76561198272284030
76561198883951976,76561198883951976
76561198119303744,76561198119303744
76561198146041255,76561198146041255
76561199071628594,76561199071628594
76561198054615760,76561198054615760
76561198359466113,76561198359466113
76561199186154404,76561199186154404
76561198895314013,76561198895314013
76561199180883124,76561199180883124
76561198800825245,76561198800825245
76561198213248592,76561198213248592
76561198155382052,76561198155382052
76561198177586211,76561198177586211
76561198111542256,76561198111542256
76561199112180014,76561199112180014
76561198324911965,76561198324911965
76561198104793633,76561198104793633
76561199483712223,76561199483712223
76561198861465148,76561198861465148
76561198133682130,76561198133682130
76561198849106104,76561198849106104
76561197980788419,76561197980788419
76561199254583539,76561199254583539
76561198968219606,76561198968219606
76561199062254362,76561199062254362
76561198379299523,76561198379299523
76561197963625807,76561197963625807
76561198420743329,76561198420743329
76561199155795699,76561199155795699
76561198969811169,76561198969811169
76561198393855470,76561198393855470
76561198377715433,76561198377715433
76561198195991698,76561198195991698
76561198158393035,76561198158393035
76561198967008931,76561198967008931
76561198268824482,76561198268824482
76561199276625778,76561199276625778
76561198226535588,76561198226535588
76561198157697500,76561198157697500
76561198277212509,76561198277212509
76561198103635219,76561198103635219
76561198297008032,76561198297008032
76561198362472098,76561198362472098
76561198081876803,76561198081876803
76561199144917892,76561199144917892
76561198283967103,76561198283967103
76561198983892174,76561198983892174
76561198849090244,76561198849090244
76561198201078530,76561198201078530
76561199090502831,76561199090502831
76561199335905085,76561199335905085
76561198390853173,76561198390853173
76561199158002523,76561199158002523
76561199143459929,76561199143459929
76561198170096969,76561198170096969
76561199012570528,76561199012570528
76561198113509574,76561198113509574
76561198979978738,76561198979978738
76561199091007371,76561199091007371
76561198927725576,76561198927725576
76561198368094484,76561198368094484
76561198284523699,76561198284523699
76561199188668790,76561199188668790
76561198987360256,76561198987360256
76561198205347071,76561198205347071
76561198994975025,76561198994975025
76561198440496691,76561198440496691
76561198093420991,76561198093420991
76561198272908144,76561198272908144
76561199081160555,76561199081160555
76561198220384872,76561198220384872
76561199346112877,76561199346112877
76561198416342066,76561198416342066
76561198393580162,76561198393580162
76561198992573451,76561198992573451
76561198325688354,76561198325688354
76561198059112582,76561198059112582
76561198809608441,76561198809608441
76561198874300810,76561198874300810
76561198380835126,76561198380835126
76561198118992216,76561198118992216
76561198884432457,76561198884432457
76561198240687714,76561198240687714
76561198332482637,76561198332482637
76561198340411921,76561198340411921
76561199238446712,76561199238446712
76561199096020571,76561199096020571
76561199052530630,76561199052530630
76561198202549995,76561198202549995
76561199233176788,76561199233176788
76561198935092016,76561198935092016
76561198820656085,76561198820656085
76561198854521948,76561198854521948
76561198072667290,76561198072667290
76561198312567678,76561198312567678
76561198403183360,76561198403183360
76561199259764710,76561199259764710
76561198810253850,76561198810253850
76561198158163190,76561198158163190
76561198893988800,76561198893988800
76561199227004848,76561199227004848
76561199065914389,76561199065914389
76561197994489557,76561197994489557
76561198851144752,76561198851144752
76561199099943690,76561199099943690
76561198216267115,76561198216267115
76561198176211847,76561198176211847
76561199048769584,76561199048769584
76561199197866871,76561199197866871
76561198031727725,76561198031727725
76561198950686115,76561198950686115
76561198156990605,76561198156990605
76561198161374437,76561198161374437
76561198843851452,76561198843851452
76561198417831797,76561198417831797
76561198067632428,76561198067632428
76561198093148716,76561198093148716
76561198863564121,76561198863564121
76561198202259026,76561198202259026
76561198133122453,76561198133122453
76561198437309923,76561198437309923
76561198427378115,76561198427378115
76561198096330608,76561198096330608
76561198135311487,76561198135311487
76561198180748558,76561198180748558
76561199248008654,76561199248008654
76561199367722706,76561199367722706
76561197986457815,76561197986457815
76561198991769841,76561198991769841
76561198819638321,76561198819638321
76561199104261711,76561199104261711
76561198843337686,76561198843337686
76561199008475626,76561199008475626
76561198352328129,76561198352328129
76561198937111405,76561198937111405
76561198353496601,76561198353496601
76561198819317938,76561198819317938
76561198330432236,76561198330432236
76561199664029862,76561199664029862
76561198156487890,76561198156487890
76561199326301281,76561199326301281
76561198798740899,76561198798740899
76561198255110137,76561198255110137
76561199094316345,76561199094316345
76561199131806194,76561199131806194
76561198220421105,76561198220421105
76561198151861559,76561198151861559
76561198097460169,76561198097460169
76561198257117630,76561198257117630
76561198082108842,76561198082108842
76561198982834327,76561198982834327
76561198021312260,76561198021312260
76561198173603497,76561198173603497
76561199138780531,76561199138780531
76561198207055103,76561198207055103
76561199151850827,76561199151850827
76561199172047534,76561199172047534
76561198379266239,76561198379266239
76561198112837911,76561198112837911
76561198243458800,76561198243458800
76561198883940546,76561198883940546
76561198342987306,76561198342987306
76561198322946889,76561198322946889
76561197990201680,76561197990201680
76561199223952089,76561199223952089
76561198062250901,76561198062250901
76561199173409323,76561199173409323
76561199147298734,76561199147298734
76561198253696914,76561198253696914
76561198236624804,76561198236624804
76561198207480407,76561198207480407
76561198202206795,76561198202206795
76561198986989052,76561198986989052
76561198163397200,76561198163397200
76561198981388789,76561198981388789
76561198319481655,76561198319481655
76561198285673150,76561198285673150
76561198811066048,76561198811066048
76561198147141306,76561198147141306
76561198951015318,76561198951015318
76561198884312402,76561198884312402
76561199092526360,76561199092526360
76561198908432762,76561198908432762
76561199214608421,76561199214608421
76561198272025280,76561198272025280
76561198269441059,76561198269441059
76561199225718543,76561199225718543
76561199050065880,76561199050065880
76561198229712692,76561198229712692
76561198820461395,76561198820461395
76561198148250237,76561198148250237
76561198334245864,76561198334245864
76561198188294475,76561198188294475
76561198176564118,76561198176564118
76561199581373597,76561199581373597
76561198981474293,76561198981474293
76561199013477045,76561199013477045
76561198137133464,76561198137133464
76561199188577376,76561199188577376
76561199063770207,76561199063770207
76561199144175447,76561199144175447
76561198395571851,76561198395571851
76561198333668335,76561198333668335
76561198804736890,76561198804736890
76561198828057451,76561198828057451
76561198050673714,76561198050673714
76561198934039445,76561198934039445
76561199802236329,76561199802236329
76561198830103063,76561198830103063
76561199194787790,76561199194787790
76561198151131067,76561198151131067
76561199062730730,76561199062730730
76561198047382239,76561198047382239
76561198093801094,76561198093801094
76561199536355995,76561199536355995
76561198109145238,76561198109145238
76561198310339454,76561198310339454
76561198870583652,76561198870583652
76561198840503051,76561198840503051
76561199141859449,76561199141859449
76561198200830369,76561198200830369
76561198830166516,76561198830166516
76561199043007882,76561199043007882
76561198965916735,76561198965916735
76561198917525053,76561198917525053
76561198400406140,76561198400406140
76561199002210723,76561199002210723
76561199157514008,76561199157514008
76561198117362849,76561198117362849
76561199058065266,76561199058065266
76561198353967071,76561198353967071
76561198027615827,76561198027615827
76561199013350781,76561199013350781
76561198203591663,76561198203591663
76561199402616486,76561199402616486
76561198187247925,76561198187247925
76561199268976879,76561199268976879
76561198127328235,76561198127328235
76561198208538104,76561198208538104
76561198067866620,76561198067866620
76561198399314302,76561198399314302
76561199181380584,76561199181380584
76561198416116719,76561198416116719
76561199476290290,76561199476290290
76561198366460393,76561198366460393
76561198897680351,76561198897680351
76561198050385305,76561198050385305
76561198061710854,76561198061710854
76561199057785140,76561199057785140
76561199529978927,76561199529978927
76561198825567480,76561198825567480
76561198838078762,76561198838078762
76561198360166632,76561198360166632
76561198163253206,76561198163253206
76561198170115482,76561198170115482
76561198860172394,76561198860172394
76561198372368606,76561198372368606
76561198870380610,76561198870380610
76561198007820722,76561198007820722
76561198354560211,76561198354560211
76561199247158358,76561199247158358
76561198827171578,76561198827171578
76561199280284583,76561199280284583
76561198207075571,76561198207075571
76561198080459865,76561198080459865
76561198819655666,76561198819655666
76561197967881475,76561197967881475
76561198167420175,76561198167420175
76561199152357450,76561199152357450
76561198143000529,76561198143000529
76561199141989107,76561199141989107
76561199118114246,76561199118114246
76561198983865115,76561198983865115
76561198269195505,76561198269195505
